regionKey,region,title,url,dateRaw,dateISO,summary,category,analysts
マクロ・スナップショット,マクロ・スナップショット,日本：高市早苗首相の誕生 - （1）財政は規律を意識しつつ拡張的な運営へ、（2）日銀の金融政策姿勢は左右されず,https://go.nomuranow.com/research/japi/publication/1266216?appname=GRPUI,13 時間前,2025-10-20,当面の財政運営を「かすがい」として発足した連立政権だが、火種は社会保障の効率化,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 棚橋 研悟 エコノミスト; , 野﨑 宇一朗 エコノミスト; , 吉本 元 シニアエコノミスト"
マクロ・スナップショット,マクロ・スナップショット,日本：自民党総裁選挙の結果と影響 - アベノミクスを彷彿させる「サナエノミクス」,https://go.nomuranow.com/research/japi/publication/1264365?appname=GRPUI,2025年10月6日,2025-10-06,（1）野村は日銀シナリオを据え置き、（2）政府・日銀の共同声明の見直し次第でレジーム（体制）変化も,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 棚橋 研悟 エコノミスト; , 野﨑 宇一朗 エコノミスト; , 吉本 元 シニアエコノミスト"
マクロ・スナップショット,マクロ・スナップショット,日本：自民党総裁選挙告示 - （1）野党連携と物価高対策が争点、（2）経済の成長力と安全保障の政策論の深まりも期待,https://go.nomuranow.com/research/japi/publication/1262922?appname=GRPUI,2025年9月22日,2025-09-22,金融政策は現時点で目立った争点にならず,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 棚橋 研悟 エコノミスト; , 野﨑 宇一朗 エコノミスト; , 伊藤 勇輝 エコノミスト"
マクロ・スナップショット,マクロ・スナップショット,日本：高市早苗首相の誕生 - （1）財政は規律を意識しつつ拡張的な運営へ、（2）日銀の金融政策姿勢は左右されず,https://go.nomuranow.com/research/japi/publication/1266216?appname=GRPUI,13 時間前,2025-10-20,当面の財政運営を「かすがい」として発足した連立政権だが、火種は社会保障の効率化,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 棚橋 研悟 エコノミスト; , 野﨑 宇一朗 エコノミスト; , 吉本 元 シニアエコノミスト"
マクロ・スナップショット,マクロ・スナップショット,週間日本経済指標予測 - 来週の注目点（10月20日～10月24日）,https://go.nomuranow.com/research/japi/publication/1265568?appname=GRPUI,2025年10月16日,2025-10-16,【貿易統計】7-9月期の景気見通しに対し、上振れリスクを示唆する公算が大きい,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 棚橋 研悟 エコノミスト; , 野﨑 宇一朗 エコノミスト; , 伊藤 勇輝 エコノミスト"
マクロ・スナップショット,マクロ・スナップショット,週間日本経済指標予測 - 来週の注目点（10月13日～10月17日）,https://go.nomuranow.com/research/japi/publication/1264800?appname=GRPUI,2025年10月9日,2025-10-09,【機械受注統計】米中向け輸出と関係が深い業種を中心に、受注が伸び悩もう,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 棚橋 研悟 エコノミスト; , 野﨑 宇一朗 エコノミスト; , 伊藤 勇輝 エコノミスト"
マクロ・スナップショット,マクロ・スナップショット,日本：2025年8月毎月勤労統計 - 特別給与の大幅減少により、名目賃金の上昇率も大幅に低下,https://go.nomuranow.com/research/japi/publication/1264675?appname=GRPUI,2025年10月8日,2025-10-08,基調的な賃金上昇率は横ばい,野﨑 宇一朗 エコノミスト,"野﨑 宇一朗 エコノミスト; , 森田 京平 チーフエコノミスト"
マクロ・スナップショット,マクロ・スナップショット,日本：日銀支店長会議（2025年10月） - 先行きに対する警戒感の和らぎを示唆するも、不確実性は残る,https://go.nomuranow.com/research/japi/publication/1264444?appname=GRPUI,2025年10月6日,2025-10-06,野村の金融政策シナリオを維持,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 野﨑 宇一朗 エコノミスト"
マクロ・スナップショット,マクロ・スナップショット,日本：自民党総裁選挙の結果と影響 - アベノミクスを彷彿させる「サナエノミクス」,https://go.nomuranow.com/research/japi/publication/1264365?appname=GRPUI,2025年10月6日,2025-10-06,（1）野村は日銀シナリオを据え置き、（2）政府・日銀の共同声明の見直し次第でレジーム（体制）変化も,森田 京平 チーフエコノミスト,"森田 京平 チーフエコノミスト; , 棚橋 研悟 エコノミスト; , 野﨑 宇一朗 エコノミスト; , 吉本 元 シニアエコノミスト"
マクロ・スナップショット,マクロ・スナップショット,9月調査日銀短観（全容） - （1）自動車は設備投資に強気、利益見通しに慎重、（2）基調インフレの上振れは示されず,https://go.nomuranow.com/research/japi/publication/1264046?appname=GRPUI,2025年10月2日,2025-10-02,利上げを正当化する一方、その時期についての示唆までは読み取れず,森田 京平 チーフエコノミスト,森田 京平 チーフエコノミスト
