regionKey,region,title,url,dateRaw,dateISO,summary,category,analysts
米国市場コメント,米国市場コメント,米国市場コメント - No.945 パウエル議長がQT停止を示唆,https://go.nomuranow.com/research/japi/publication/1265404?appname=GRPUI,2025年10月15日,2025-10-15,パウエル議長は10/14の講演で「（FRBバランスシートの縮小を止める地点に）今後数ヶ月で近づく可能性がある」として、QT停止を示唆した。パウエル議長は、マネーマーケットの余剰資金が低下することでレポ金利上昇など資金逼迫が生じることを回避する姿勢が強い。当社米国拠点はQT停止のタイミングを26年3月と予想しているが、それよりも前倒しとなるリスクがある。 別途、パウエル議長は「入手可能なデータに基づくと、雇用とインフレの見通しは4週間前の9月会合以降、大きく変わっていない」として、9月会合時点のドッツ（政策金利見通し）通り10月・12月それぞれ25bpの利下げを検討する可能性を示唆した。 （パウ...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.944 トランプ大統領が対中100％関税を表明：米中は再度合意に至るか？,https://go.nomuranow.com/research/japi/publication/1265192?appname=GRPUI,2025年10月14日,2025-10-14,10月10日にトランプ大統領はSNS上の投稿で中国によるレアアース輸出規制を強く批判し、「対中で100％の関税率を11月1日から（中国の対応によってはそれよりも早い時期から）上乗せする」「さらに、重要なソフトウェアに関する輸出規制も11月1日から課す」と述べた。 もっとも、米国はレアアースを中国に依存、一方で中国はソフトウェアや半導体を米国に依存している面がある。また、米国が対中100％関税率上乗せを発動すれば、米国側にも影響が大きい。よって、対立が際限なくエスカレートし続けることは考えにくい。目先で対立がより先鋭化したのち、米中は10月31日・11月1日のAPECでの両国による首脳会談を念頭...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.943 今後の利下げは3段階で進展：インフレ懸念が強まる局面が債券投資の好機,https://go.nomuranow.com/research/japi/publication/1264521?appname=GRPUI,2025年10月7日,2025-10-07,市場では、FOMC中立金利想定値の3.00％よりも低い水準へと利下げが進むことを見込んだポジションが拡大してきた。 今後、市場において一時的にインフレ再加速に対する懸念が強まることも考え得る。もっとも、利上げが視野に入らなければ10年金利の上昇は4％台半ばまでに留まろう。一方、利下げを受けて、米ドル調達コストは大きく低下しよう。利下げが進むにつれ、為替ヘッジ付き米債投資（米国債及びMBS）のキャリーは向上していくと見込まれる。,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.942 政府閉鎖と今後,https://go.nomuranow.com/research/japi/publication/1263882?appname=GRPUI,2025年10月1日,2025-10-01,米国で予算が成立しないまま10/1から新財政年度が始まることで、政府閉鎖の可能性が高まっている。民主党は暫定予算成立と引き換えに25年末期限のオバマケア拡充策延長の交渉を主張、一方で共和党は暫定予算成立後にオバマケア拡充策延長について交渉と主張しており、両者は平行線を辿っている。 9/30時点で予想サイトに基づく政府閉鎖確率（PLYMB3PW Index）は90％超となっているため、市場は政府閉鎖の発生自体は既に織り込み済みと推察される。今後は、政府閉鎖の期間や、暫定予算成立時のオバマケア拡充策延長の可否が焦点となろう。オバマケア拡充策延長の有無は、医療従事者の雇用を通じて、今後の雇用の数字に...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.941 FOMC：25bp利下げ。ドッツは年内あと2回の利下げを示唆,https://go.nomuranow.com/research/japi/publication/1262490?appname=GRPUI,2025年9月18日,2025-09-18,9/17の米金利は上昇。ドッツ（政策金利見通し）が年内あと25bp×2回（今会合で決定された利下げを含め年内合計25bp×3回）の利下げを示唆したことで、当初米金利は低下したものの、インフレ期待上昇とともに反転した。目先で利下げが続く確実性が高まったことでインフレが減速しにくくなり、より先々ではむしろ利下げが困難となるリスクが生じたとの見方と整合的。 声明文：FF金利誘導目標レンジは4.00％～4.25％へと25bp引き下げられた。25bpの引き下げに対しては、賛成が11名、反対が1名。反対はミラン理事で、50bpの利下げを主張した。政策の方向性を示す文言は「追加的な政策調整を検討する上で」と...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.940 CPI：財で関税コスト転嫁継続も、サービスでは二次的波及確認されず,https://go.nomuranow.com/research/japi/publication/1261896?appname=GRPUI,2025年9月12日,2025-09-12,9/11の米債はブルフラット化。CPIは市場予想に一致し、堅調な伸びを示した。もっとも、財インフレが加速したのに対して、サービスインフレは減速。別途、週間の失業保険統計が悪化したものの、対象時期にレイバーデイの祝日が含まれており、季節調整難が発生している可能性がある。 市場はCPI及び失業保険統計を受けて当初ブルスティープ化で反応したものの、短い年限の金利低下が巻き戻される形で最終的にはブルフラット化となった。利下げ期待は9月27bp、年内合計では72bp。先々では中立金利のFOMC想定値である3%までの利下げも織り込まれている。目先で短い年限の金利低下余地は乏しいとの見方から、長い年限に債券...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.939 雇用統計年次改定速報値：FOMCはどう解釈するか？,https://go.nomuranow.com/research/japi/publication/1261571?appname=GRPUI,2025年9月10日,2025-09-10,9/9には雇用統計の年次改定速報値が公表された。25年3月分の雇用者数は、現在の系列に比べ91.1万人分下方修正される見込みであることが示された。12で割り月次化すれば、月間8万人分である。 雇用統計は最新8月分までの3ヶ月平均では月+3万人と低調な伸びを示している。もし今回のような下方修正が足元まで適用されるようなら、雇用の伸びはマイナス化してしまうことになる。 当社米国拠点は9月25bp利下げを予想している。ただ、リスクシナリオとして、今回年次改定速報値で大幅な下方修正が確認されたことや、8月分雇用統計で改めて減速が確認されたことを踏まえ、FOMCが過去数ヵ月で雇用の伸びが基調としてマイナ...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.938 雇用統計：大幅減速の背景と今後の利下げペースについて,https://go.nomuranow.com/research/japi/publication/1261187?appname=GRPUI,2025年9月8日,2025-09-08,9/5の米金利は低下。雇用が市場予想を下回った。利下げ織り込みは9月27bp、年内の合計では69bp、来年末までの合計では147bp。 8月非農業部門雇用者数は前月比+2.2万人（7月同+7.9万人、市場予想同+7.5万人）と、市場予想を下回った。3ヶ月平均でも月+2.9万人と低調。6月分の雇用の伸びは前回7月分の公表に続き今回8月分でも下方修正され同-1.3万人と、ついにマイナス化した。雇用の減少は2020年以来である。雇用が減速している背景として、①需要の鈍化だけでなく、②移民抑制による労働供給の鈍化、③季節調整の歪みが挙げられよう。 9/9の雇用統計年次改定速報値では、現時点での基礎統計...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.937 米債のスティープ化：FRB新議長への備えが進展,https://go.nomuranow.com/research/japi/publication/1260959?appname=GRPUI,2025年9月5日,2025-09-05,ここ数週間では米債が一段とスティープ化した。背景として、トランプ大統領がFRB人事への介入を強めていることを受けて、市場がFRB新議長下でのハト派的な政策運営の織り込みを進めたことが挙げられよう。先々でのインフレ期待が上昇、ないしはインフレを抑制するために先々では利下げが困難となるとの見方から、相対的に長いゾーンの金利が高止まりしやすくなっている。 当社米国拠点では、25年9月、12月、26年3月の利下げを予想している。利下げ当初はハト派的な新議長の織り込みもあり米債ブルスティープ化が進展する一方、新議長最終候補者が決定され市場の焦点が減税法案による景気刺激効果にシフトすれば、利下げ期待は縮小...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.936 関税違法判決と市場への影響,https://go.nomuranow.com/research/japi/publication/1260211?appname=GRPUI,2025年9月1日,2025-09-01,8/29には、控訴裁が相互関税などIEEPA（国際緊急経済権限法）に基づく関税を違法とする判決を下した。トランプ政権は最高裁に上訴する方針。 関税が取り下げられれば、インフレ率の低下が見込まれることから利下げ期待が拡大すると予想されるほか、企業負担が減少するとの見方から株高となれば、米債はブルスティープ化～ツイストスティープ化しよう。もっとも、トランプ政権はIEEPA以外の手法によってある程度関税政策を継続することが可能である。よって、今回の判決によるインパクトは限定的と予想される。 4/2の相互関税発表後には、米国に対する信認が低下する形で株安・債券安・ドル安が生じ、その過程で米債はスティー...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.935 クックFRB理事の解任,https://go.nomuranow.com/research/japi/publication/1259392?appname=GRPUI,2025年8月26日,2025-08-26,日本時間8/26にはトランプ大統領がクックFRB理事を解任することを表明した。これを受けて米国債は小幅ツイストスティープ化。ハト派的な人選が進むとの見方から利下げ期待が拡大、一方で先々ではインフレ抑制のためにむしろ利下げが進みにくくなる、ないしは高水準の政策金利が維持されるとの見方から長い年限では金利が上昇したと捉えられる。トランプ政権下で金融政策が独立性を失いかねないとの信認低下も、長い年限の金利上昇に寄与している可能性もあろう。26年5月に任期を控えるパウエル議長の後任のもとで、雇用やインフレ率がある程度底堅いにもかかわらず利下げが進めば、米国債はブルスティープ化～ツイストスティープ化が進...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.934 ジャクソンホール会議：パウエル議長は利下げを示唆,https://go.nomuranow.com/research/japi/publication/1259136?appname=GRPUI,2025年8月25日,2025-08-25,8/22の米債は大幅ブルスティープ化。パウエル議長が同日のジャクソンホール会議における講演で利下げを示唆した。利下げ織り込みは9月20bp、年内合計では54bp、来年末までの合計では130bp。昨年と同様に夏場に雇用が減速、パウエル議長がジャクソンホール会議で利下げを示唆したものの、米10年金利は昨年夏と異なり4％超となっている。昨年との違いとして、①関税によりインフレ率が高止まりしていること、②減税法案により来年景気が持ち直すと予想されること、③利付債増発の懸念が燻っていること、が挙げられよう。（パウエル議長講演の主要部分の抜粋は本文末尾に掲載。） 今回ジャクソンホール会議では、パウエル議長...,小清水 直和,小清水 直和
米国市場コメント,米国市場コメント,米国市場コメント - No.933 CPI: 関税影響は強まらず。雇用軟調が続けば9月利下げが決定されよう,https://go.nomuranow.com/research/japi/publication/1257394?appname=GRPUI,2025年8月13日,2025-08-13,8/12の米債はツイストスティープ化。7月コアCPI（食料エネルギー除く）は前月比+0.3％（6月同+0.2％）と、市場予想に一致し、堅調に推移した。もっとも、6月分で確認された関税の影響が一層強まっていることまでは示唆されなかった。目先の利下げ期待が拡大した一方、先々の利下げ期待は縮小。市場は、FOMCが雇用減速を重視し利下げに転じる結果、インフレがある程度堅調に推移し続け、先々ではむしろ利下げを続けにくくなるとの見方を強めていよう。 FOMCは、8/1公表の7月分雇用統計が軟調を示したことを懸念しつつあると見られる。9/5公表の8月分雇用統計において民間雇用が月+5万人を下回れば、9/11...,小清水 直和,小清水 直和
